Codigo;Producto;P. Venta;P. Mayoreo;Departamento;Existencia;Tipo de Venta;Proveedor
.0CANCAMO;Cancamo Cerrado #0.0;50;0;- Sin Departamento -;100;UNIDAD;lioi
1000009999089;Tonillo WC piso;1800;0;- Sin Departamento -;5;UNIDAD;
1000090023858;Silicona Blanca Pomo 85g H-Full;1700;0;- Sin Departamento -;11;UNIDAD;herrera
1000090023902;Silicona Acetica Transparente Pomo 85g H-Full;1700;0;- Sin Departamento -;11;UNIDAD;herrera
1000095011607;Spray Alta Temperatura Negro H-Full;5700;0;- Sin Departamento -;1;UNIDAD;herrera
10001000061704;Bisagra Dorada 1 Disp Ferromat;1200;0;- Sin Departamento -;72;UNIDAD;ferromat
10001000062702;Bisagra Dorada 2 Disp Ferromat;2000;0;- Sin Departamento -;58;UNIDAD;herrera
10001000175724;Bisagra Dorada 3/4 Disp;1000;0;- Sin Departamento -;37;UNIDAD;lioi
1000101000014;Soporte 12mm Simple;1800;0;- Sin Departamento -;127;UNIDAD;metalsa
1000101100011;Soporte 16mm Simple;2200;0;- Sin Departamento -;30;UNIDAD;metalsa
1000101100059;Soporte 12mm Doble;3700;0;- Sin Departamento -;97;UNIDAD;metalsa
10015042063003;Bisagra Dorada 3x3 Set Ferromat;3850;0;- Sin Departamento -;171;UNIDAD;ferromat
10015195144003;Bisagra Dorada 3 1/2 Set;4500;0;- Sin Departamento -;114;UNIDAD;ferromat
10019193138702;Bisagra Dorada 2 1/2 Disp Ferromat;2500;0;- Sin Departamento -;72;UNIDAD;ferromat
10080381;Tubo Extensible 1.10 A 2metros Blanco;14900;0;- Sin Departamento -;6;UNIDAD;metalsa
1010000;Conector Llave Jardin Bronce 1/2 X 3/4;1700;0;- Sin Departamento -;25;UNIDAD;taumm
10101;Tranca 2 Lioi;950;0;- Sin Departamento -;72;UNIDAD;todoferretero
10102;Tranca 2 1/2 Lioi;1550;0;- Sin Departamento -;6;UNIDAD;
10103;Tranca 3 Lioi;1900;0;- Sin Departamento -;63;UNIDAD;
10105;Parche Piscina X 10cm;1000;0;- Sin Departamento -;14;UNIDAD;todoferretero
10405;Drywall Madera 3 1/2;5100;0;- Sin Departamento -;54;UNIDAD;valprik
10450;Drywall Metal 2 1/2 100und;3200;0;- Sin Departamento -;42;UNIDAD;mamut
1051100;Tubo Ducha Cromado L;10100;0;- Sin Departamento -;8;UNIDAD;metalsa
10610;Ducto Flexible 4 1 Mtr;7200;0;- Sin Departamento -;19;UNIDAD;ISOPLAST
10627;Ducto Flexible 5 1 Mtrs;8100;0;- Sin Departamento -;28;UNIDAD;ISOPLAST
10634;Ducto Flexible Pvc Blanco 4 3mtros;20500;0;- Sin Departamento -;8;UNIDAD;ISOPLAST
10672;Embudo Plastico;2500;0;- Sin Departamento -;27;UNIDAD;
1069;Alambre Recosido #14.;5400;0;- Sin Departamento -;53;UNIDAD;valprik
10740;Enchufe Macho Eco 2 Patas;900;0;- Sin Departamento -;37;UNIDAD;castillo
10757;Enchufe Macho Eco 3 Patas;1150;0;- Sin Departamento -;55;UNIDAD;
1076;Alambre Recosido #18;5400;0;- Sin Departamento -;92;UNIDAD;valprik
10764;Enchufe Nevada Triple Grafito;5000;0;- Sin Departamento -;11;UNIDAD;
10771;Enchufe Simple De Embutir 10A;2500;0;- Sin Departamento -;230;UNIDAD;castillo
10795;Enchufe Sobrepuesto Doble 10A;4500;0;- Sin Departamento -;20;UNIDAD;
10801;Enchufe Sobrepuesto Doble 16A;5000;0;- Sin Departamento -;31;UNIDAD;
1083;Alambre Galvanizado #14;4800;0;- Sin Departamento -;32;UNIDAD;valprik
10832;Enchufe Sobrepuesto Simple 16A;2500;0;- Sin Departamento -;20;UNIDAD;
10856;Enchufe Telefono Embutir Blanco;2600;0;- Sin Departamento -;40;UNIDAD;castillo
10863;Enchufe Toscana Dorado Simple;3000;0;- Sin Departamento -;15;UNIDAD;castillo
10870;Enchufe Toscana Simple Champane;3000;0;- Sin Departamento -;64;UNIDAD;castillo
10887;Enchufe Toscana Simple Grafito;3000;0;- Sin Departamento -;43;UNIDAD;castillo
1090;Alambre Galvanizado #18;4800;0;- Sin Departamento -;24;UNIDAD;valprik
10917;Enchufe Hembra ECO Negro;1400;0;- Sin Departamento -;67;UNIDAD;
10931;Enchufe toscana doble embutido Blanco;3500;0;- Sin Departamento -;26;UNIDAD;castillo
10948;Enchufe toscana doble embutido Champane;3500;0;- Sin Departamento -;60;UNIDAD;castillo
1094922265424;Set de Anclaje WC;1800;0;- Sin Departamento -;2;UNIDAD;gasfit
10955;Enchufe toscana doble embutido Dorado;3500;0;- Sin Departamento -;20;UNIDAD;castillo
10962;Enchufe toscana doble embutido Grafito;3500;0;- Sin Departamento -;6;UNIDAD;castillo
10979;Enchufe toscana simple embutido Blanco;3000;0;- Sin Departamento -;54;UNIDAD;castillo
10986;Enchufe triple toscana Blanco;5000;0;- Sin Departamento -;0;UNIDAD;castillo
10993;Enchufe triple toscana Champane;5000;0;- Sin Departamento -;9;UNIDAD;castillo
11006;Enchufe triple toscana Dorado;5000;0;- Sin Departamento -;38;UNIDAD;castillo
1101;Grapa Galvanizada 1 1/4;4800;0;- Sin Departamento -;24;GRANEL;todoferretero
11105;Grapa Galvanizada 1;4600;0;- Sin Departamento -;24.250;GRANEL;todoferretero
11112;Escobillon Municipal;7750;0;- Sin Departamento -;5;UNIDAD;Trentini
11136;Escofina Redonda Total;2500;0;- Sin Departamento -;5;UNIDAD;
11211;Escuadra Combinada;5800;0;- Sin Departamento -;0;UNIDAD;
11266;Escuadra Magnetica 50 Lb Crowman;6700;0;- Sin Departamento -;12;UNIDAD;mag chile
11303;Escuadra Magnetica Crownman;9800;0;- Sin Departamento -;3;UNIDAD;
11327;Escuadra Plana 2 Ferromat;400;0;- Sin Departamento -;151;UNIDAD;ferromat
11341;Escuadra Plana 3 Ferromat;700;0;- Sin Departamento -;78;UNIDAD;ferromat
11402;Escuadra Silla 3 1/2 Ferromat;900;0;- Sin Departamento -;126;UNIDAD;ferre center
11464;Escuadra Soporte Tipo S 11x14cm;1700;0;- Sin Departamento -;12;UNIDAD;gasfit
11471;Escuadra Soporte Tipo S 14x19cm;2650;0;- Sin Departamento -;16;UNIDAD;gasfit
11488;Escuadra Soporte Tipo S 19x24cm;3950;0;- Sin Departamento -;12;UNIDAD;gasfit
11495;Escuadra de 10x12;2000;0;- Sin Departamento -;58;UNIDAD;f3c
11556;Escuadra magnetica 25 Lbrs;5000;0;- Sin Departamento -;11;UNIDAD;mag chile
116;Abrazadera De Presion 1;1300;0;- Sin Departamento -;39;UNIDAD;ferromat
1168;Aldaba #1 1/2;200;0;- Sin Departamento -;364;UNIDAD;
1175;Aldaba #2;300;0;- Sin Departamento -;399;UNIDAD;
1182;Aldaba #2 1/2;300;0;- Sin Departamento -;68;UNIDAD;
11822;Esmalte Sintetico 1L Amanecer Ocre;8800;0;- Sin Departamento -;7;UNIDAD;Amanecer
12096;Esmalte Sintetico 1/32 Amanecer Negro;1900;0;- Sin Departamento -;3;UNIDAD;
12102;Esmalte Sintetico 1/8 Amanecer Negro;4500;0;- Sin Departamento -;2;UNIDAD;
12119;Esmalte Sintetico 1/32 Amanecer Blanco;1900;0;- Sin Departamento -;9;UNIDAD;
1212;Aldaba #4;500;0;- Sin Departamento -;65;UNIDAD;
12126;Esmalte Sintetico 1/8 Amanecer Blanco;4500;0;- Sin Departamento -;9;UNIDAD;
12133;Esmalte Terminacion triple accion;10400;0;- Sin Departamento -;6;UNIDAD;
12140;Esparrago 1/2;4150;0;- Sin Departamento -;10;UNIDAD;valprik
12157;Esparrago 1/4;2000;0;- Sin Departamento -;29;UNIDAD;valprik
12164;Esparrago 5/16;2000;0;- Sin Departamento -;25;UNIDAD;valprik
12234;Nylon Transparante X 1 Metro;2200;0;- Sin Departamento -;400;UNIDAD;mag chile
123;Abrazadera De Presion 2 Plateada;1200;0;- Sin Departamento -;95;UNIDAD;ferromat
1234561;Autoperforante Hex S/G De 3/4 X Unidad;100;0;- Sin Departamento -;52;UNIDAD;mamut
1234562;Autoperforante Hex S/G De 1 X Unidad;100;0;- Sin Departamento -;98;UNIDAD;mamut
1234563;Autoperforante Hex S/G De 1 1/4 X Unidad;100;0;- Sin Departamento -;188;UNIDAD;mamut
1234564;Autoperforante Hex S/G De 1 1/2 X Unidad;150;0;- Sin Departamento -;115;UNIDAD;mamut
1234565;Autoperforante Hex S/G De 2 X Unidad;150;0;- Sin Departamento -;19;UNIDAD;mamut
1234566;Autoperforante Hex S/G De 2 1/2 X Unidad;200;0;- Sin Departamento -;153;UNIDAD;mamut
1234567;Autoperforante Hex S/G De 3 X Unidad;250;0;- Sin Departamento -;162;UNIDAD;mamut
123456789;Spray Alta Temperatura Silver Lifetek;5700;0;- Sin Departamento -;3;UNIDAD;
12409;Esquinero Aluminio Tipo L 10mmx2.3mtrs;8800;0;- Sin Departamento -;8;UNIDAD;metalsa
12430;Esquinero Ceramica De Aluminio;7000;0;- Sin Departamento -;2;UNIDAD;dvp
12447;Esquinero Para Ceramica Curvo 10mX2.5m;2700;0;- Sin Departamento -;48;UNIDAD;dvp
12454;Esquinero volcanita 30x30x2 2,4mts;1800;0;- Sin Departamento -;521;UNIDAD;dvp
12461;Estuco Exterior 25kg;3800;0;- Sin Departamento -;64;UNIDAD;weber
12522;Extractor Aire #4;19000;0;- Sin Departamento -;14;UNIDAD;ferrecentro
12546;Extractor Aire #8;26900;0;- Sin Departamento -;2;UNIDAD;
12553;Famastic De 2 M;3000;0;- Sin Departamento -;0;UNIDAD;
1258;Enchufe Hembra ECO Blanco;1400;0;- Sin Departamento -;49;UNIDAD;castillo
12836;Flache;1400;0;- Sin Departamento -;35;UNIDAD;
12881680005036;Manguera Lavadora Carga Agua 2M;3400;0;- Sin Departamento -;28;UNIDAD;ferre center
130;Abrazadera De Presion 1/2;200;0;- Sin Departamento -;262;UNIDAD;ferromat
1301030120;Lijadora Orbital 200w Dongcheng;35000;0;- Sin Departamento -;4;UNIDAD;uyustool
1304;Alicate De Punta Makawa;3800;0;- Sin Departamento -;2;UNIDAD;mag chile
13048;Flexible Gas Hi-Hi 3/8x1/2 60cm Comisa;9300;0;- Sin Departamento -;18;UNIDAD;comisa
13284;Foco Embutido Cuadrado 18W;8400;0;- Sin Departamento -;19;UNIDAD;madera wiacot limitada
13291;Foco Sobrepuesto Cuadrado 18W;8900;8700;- Sin Departamento -;26;UNIDAD;madera wiacot limitada
13307;Foco Sobrepuesto Cuadrado 12W;7200;0;- Sin Departamento -;27;UNIDAD;madera wiacot limitada
13314;Foco Embutido Cuadrado 12W;6200;0;- Sin Departamento -;24;UNIDAD;madera wiacot limitada
13352;Foco Phelix Blanco Led;4600;0;- Sin Departamento -;2;UNIDAD;
13376;Foco Embutido Redondo 12W;6600;0;- Sin Departamento -;7;UNIDAD;madera wiacot limitada
13383;Foco Sobrepuesto Redondo 12W;7300;0;- Sin Departamento -;35;UNIDAD;madera wiacot limitada
13390;Foco Sobrepuesto Redondo 18W;6900;0;- Sin Departamento -;50;UNIDAD;ferre center
13512;Forro Para Camara De Carretilla;6700;0;- Sin Departamento -;1;UNIDAD;Comercial J&L SPA
13628;Frague Verde Helecho;1000;0;- Sin Departamento -;30;UNIDAD;
13635;Frague Madera;1000;0;- Sin Departamento -;12;UNIDAD;
137501;Interruptor Toscana Triple Blanco;5000;0;- Sin Departamento -;6;UNIDAD;castillo
13819;Gancho Canal Metal;850;0;- Sin Departamento -;44;UNIDAD;
13826;Gancho Malla Rachell;350;0;- Sin Departamento -;373;UNIDAD;
13901;Golilla Plana 1 X Unidad;400;0;- Sin Departamento -;18;UNIDAD;
13918;Golilla Plana 1/2 X Unidad;200;0;- Sin Departamento -;272;UNIDAD;valprik
13932;Golilla Plana 1/4 X Unidad;50;0;- Sin Departamento -;3354;UNIDAD;
13948260030;Spray Alta TEMP Chev Naranja;6800;0;- Sin Departamento -;4;UNIDAD;LANCO
13948381810;Barniz En Spray Roble Oscuro;7500;0;- Sin Departamento -;5;UNIDAD;LANCO
13948381827;Barniz En Spray Caoba;7500;0;- Sin Departamento -;6;UNIDAD;LANCO
13948381841;Barniz En Spray Roble Claro;7500;0;- Sin Departamento -;1;UNIDAD;LANCO
13948381858;Barniz En Spray Cafe;7500;0;- Sin Departamento -;5;UNIDAD;LANCO
13949;Golilla Plana 3/4 X Unidad;350;0;- Sin Departamento -;150;UNIDAD;
13956;Golilla Plana 3/8 X Unidad;100;0;- Sin Departamento -;143;UNIDAD;
13970;Golilla Plana 5/16 X Unidad;50;0;- Sin Departamento -;2548;UNIDAD;
13987;Golilla Plana 5/8 X Unidad;300;0;- Sin Departamento -;0;UNIDAD;
13994;Golilla Plana 7/16 X Unidad;200;0;- Sin Departamento -;87;UNIDAD;
14005;Tubo Sanitario Blanco 40mm;10900;0;- Sin Departamento -;3;UNIDAD;hidraulicos
14006;Tubo Sanitario Blanco 50mm;13850;0;- Sin Departamento -;4;UNIDAD;hidraulicos
14007;Golilla Plana 7/8 X Unidad;400;0;- Sin Departamento -;65;UNIDAD;
14008;Tubo Sanitario Blanco 75mm;21100;0;- Sin Departamento -;1;UNIDAD;hidraulicos
14010;Tubo Sanitario Blanco 110mm;31500;0;- Sin Departamento -;4;UNIDAD;hidraulicos
14014;Goma #1 Llave 3/8 Roja Peque�a;100;0;- Sin Departamento -;297;UNIDAD;
14021;Goma #10 Dona Negra Grande;200;0;- Sin Departamento -;1043;UNIDAD;
14038;Goma #11 Negra Maceta;200;0;- Sin Departamento -;53;UNIDAD;
14045;Goma #12 Llave 3/4;200;0;- Sin Departamento -;116;UNIDAD;
14052;Goma #13 Estopa;200;0;- Sin Departamento -;415;UNIDAD;
14069;Goma #14 Ajuste Especiel;200;0;- Sin Departamento -;177;UNIDAD;
14076;Goma #15 Ajuste 3/4;200;0;- Sin Departamento -;205;UNIDAD;
14083;Goma #2 Roja Grande;200;0;- Sin Departamento -;156;UNIDAD;
14090;Goma #3 Anillo Color Piel Peque�o;100;0;- Sin Departamento -;866;UNIDAD;
14106;Goma #4 Anillo Negro Peque�o;200;0;- Sin Departamento -;217;UNIDAD;
14113;Goma #5 Anillo Color Carne Mediano;200;0;- Sin Departamento -;146;UNIDAD;
14120;Goma #6 Anillo Color Piel Grande;200;0;- Sin Departamento -;228;UNIDAD;
14137;Goma #7 Negra Gorro;100;0;- Sin Departamento -;58;UNIDAD;
14144;Goma #8 Anillo Negro Grande;200;0;- Sin Departamento -;16;UNIDAD;
14151;Goma #9 Dona Negra Peque�a;100;0;- Sin Departamento -;313;UNIDAD;
14168;Goma Caupo. C/Pernos;2500;0;- Sin Departamento -;2;UNIDAD;
14175;Goma Conica Lavaplatos Negra Juego;1000;0;- Sin Departamento -;21;UNIDAD;
14182;Goma Lavatorio Conica;200;0;- Sin Departamento -;94;UNIDAD;
14199;Goma Conica Negra 2 1/2;500;0;- Sin Departamento -;22;UNIDAD;
14212;Goma Lavaplato Conica;200;0;- Sin Departamento -;62;UNIDAD;
14229;Goma Lavaplatos Botella Sifon;700;0;- Sin Departamento -;40;UNIDAD;
14236;Goma Lavaplatos Plana;200;0;- Sin Departamento -;100;UNIDAD;
14243;Goma Lavatorio Plana;200;0;- Sin Departamento -;188;UNIDAD;
14267;Goma Plana 1 3/4;600;0;- Sin Departamento -;19;UNIDAD;
14274;Goma Plana 1/2;400;0;- Sin Departamento -;107;UNIDAD;
14281;Goma Plana 3/4;500;0;- Sin Departamento -;87;UNIDAD;
14298;Goma Plana Negra/Blanca 2 1/2;500;0;- Sin Departamento -;66;UNIDAD;
14304;Goma WC Al Muro;3500;0;- Sin Departamento -;43;UNIDAD;gasfit
14335;Gorro 4 Galvanizado;4850;0;- Sin Departamento -;16;UNIDAD;
14342;Gorro 4,5 Galvanizado;5100;0;- Sin Departamento -;25;UNIDAD;
14359;Gorro 5 Galvanizado;5300;0;- Sin Departamento -;13;UNIDAD;JC galvanizados
14366;Gorro chino;200;0;- Sin Departamento -;1871;UNIDAD;
14397;Grampa 1/2 Cuadrada;1700;0;- Sin Departamento -;9;UNIDAD;santa ines
14403;Grampa 3/4 Cuadrada;1700;0;- Sin Departamento -;11;UNIDAD;santa ines
14410;Grampa 5/8 Cuadrada;1700;0;- Sin Departamento -;14;UNIDAD;santa ines
144904;Anticorrosivo Amanecer 1G Blanco;23900;0;- Sin Departamento -;7;UNIDAD;Amanecer
14526;Grasa 250grs;5850;0;- Sin Departamento -;10;UNIDAD;mag chile
14557;Guante Gris/Azul;1200;0;- Sin Departamento -;126;UNIDAD;full protek
14564;Guante Tela Blanco;600;0;- Sin Departamento -;287;UNIDAD;
14571;Guante Negro;1300;0;- Sin Departamento -;316;UNIDAD;full protek
1458;Silicona Alta Temperatura Pomo Rojo;2500;0;- Sin Departamento -;8;UNIDAD;ALPROIN
14588;Guante Cabretilla;2900;0;- Sin Departamento -;13;UNIDAD;
14595;Guante Nitrilo Verde;1600;0;- Sin Departamento -;23;UNIDAD;full protek
14601;Guante Nitrilo Negro;1650;0;- Sin Departamento -;35;UNIDAD;full protek
14618;Guante Tela Negro;650;0;- Sin Departamento -;17;UNIDAD;
14632;Guia De Porton #4;5700;0;- Sin Departamento -;21;UNIDAD;ferre center
14670;Niple Bronce HE-HE 1/2;2000;0;- Sin Departamento -;56;UNIDAD;taumm
147;Abrazadera De Presion 2;1300;0;- Sin Departamento -;28;UNIDAD;ferromat
14731;Hormigon H20 25kg;3800;0;- Sin Departamento -;37;UNIDAD;TRANSEX
14854;Inserto magnetico;3200;0;- Sin Departamento -;460;UNIDAD;
1489;Amarra Metalica 260mm;1400;0;- Sin Departamento -;5;UNIDAD;GVM
14892;Conmutador 9/24 Embutir;2900;0;- Sin Departamento -;26;UNIDAD;
14908;Interruptor Nevada Doble Champane;4200;0;- Sin Departamento -;32;UNIDAD;castillo
14915;Interruptor Nevada Doble Dorado;4200;0;- Sin Departamento -;35;UNIDAD;castillo
14922;Interruptor Nevada Doble Grafito;4200;0;- Sin Departamento -;33;UNIDAD;castillo
14939;Interruptor Nevada Simple Champane;3150;0;- Sin Departamento -;45;UNIDAD;
14946;Interruptor Nevada Triple Champane;4950;0;- Sin Departamento -;39;UNIDAD;castillo
14953;Interruptor Nevada Triple Dorado;4950;0;- Sin Departamento -;20;UNIDAD;castillo
1496;Amarra Metalica 360mm;1700;0;- Sin Departamento -;4;UNIDAD;GVM
14977;Interruptor Sobrepuesto Doble;3600;0;- Sin Departamento -;77;UNIDAD;castillo
14991;Interruptor Sobrepuesto Triple;4200;0;- Sin Departamento -;18;UNIDAD;castillo
15004;Interruptor Toscana Doble Blanco;3600;0;- Sin Departamento -;2;UNIDAD;castillo
15011;Interruptor Toscana Doble Champane;3600;0;- Sin Departamento -;2;UNIDAD;castillo
1502;Amarra Metalica 520mm;2200;0;- Sin Departamento -;3;UNIDAD;GVM
15028;Interruptor Toscana Triple Grafito;4600;0;- Sin Departamento -;13;UNIDAD;castillo
15042;Interruptor + Enchufe Sobrepuesto;3100;0;- Sin Departamento -;18;UNIDAD;
15059;Interrurtor Nevada Doble Grafito;3300;0;- Sin Departamento -;40;UNIDAD;
15363;Junquillo 1/4 Rodon Mdf 15x15x2.4mts;2600;0;- Sin Departamento -;256;UNIDAD;reperf limitada
15370;Junquillo 1/4 Rodonl  Mdf 19x19x2.4mts;3000;0;- Sin Departamento -;0;UNIDAD;reperf limitada
15387;Kit Anclaje Monomando Akfit/Taum;1500;0;- Sin Departamento -;44;UNIDAD;taumm
154;Abrazadera De Presion 2 1/2;1500;0;- Sin Departamento -;15;UNIDAD;GVM
15400;Kit De Fijacion Monomando 1 Perno;1500;0;- Sin Departamento -;28;UNIDAD;ferre center
15516;Laca En Spray Valkolor;3100;0;- Sin Departamento -;6;UNIDAD;valprik
1560110004890;Bisagra 35mm Semicurva;1000;0;- Sin Departamento -;135;UNIDAD;ferromat
15639;Lente Econimica Amarilla;1600;0;- Sin Departamento -;79;UNIDAD;full protek
15646;Lente Economica Negra;1600;0;- Sin Departamento -;21;UNIDAD;full protek
15653;Lente Economica Transparente;1600;0;- Sin Departamento -;12;UNIDAD;full protek
15660;Lente New Boss Azul;5200;0;- Sin Departamento -;45;UNIDAD;full protek
15677;Lente New Boss Espejado;5200;0;- Sin Departamento -;30;UNIDAD;full protek
15684;Lente New Boss Gris;5200;0;- Sin Departamento -;35;UNIDAD;full protek
15691;Lente Pegasus Azulado;5500;0;- Sin Departamento -;33;UNIDAD;full protek
15707;Lente Pegasus Espejado;5500;0;- Sin Departamento -;85;UNIDAD;full protek
15714;Lente Pegasus Gris;5500;0;- Sin Departamento -;36;UNIDAD;full protek
15844;Lija Al Agua;1000;0;- Sin Departamento -;317;UNIDAD;
15905;Lija Fierro 220;850;0;- Sin Departamento -;446;UNIDAD;ISESA
15974;Lija Madera 220;300;0;- Sin Departamento -;349;UNIDAD;ISESA
16025;Lija Redonda De Velcro #100;250;0;- Sin Departamento -;97;UNIDAD;uyustool
16032;Lija Redonda De Velcro #120;250;0;- Sin Departamento -;151;UNIDAD;uyustool
16049;Lija Redonda De Velcro #80;250;0;- Sin Departamento -;69;UNIDAD;uyustool
161;Abrazadera De Presion 3;2350;0;- Sin Departamento -;32;UNIDAD;ferromat
16100;Lima Plana Ferretools;2600;0;- Sin Departamento -;3;UNIDAD;ferre center
16131;Lima Semiredonda Total;2500;0;- Sin Departamento -;2;UNIDAD;
16162;Lima Triangular total;3800;0;- Sin Departamento -;6;UNIDAD;
16247;Llave Corona 14mm;1600;0;- Sin Departamento -;10;UNIDAD;mag chile
16261;Llave Corona 19mm Kamasa;2200;0;- Sin Departamento -;2;UNIDAD;mag chile
16278;Llave Corona 22mm Kamasa;3500;0;- Sin Departamento -;16;UNIDAD;mag chile
16292;Llave Corona 21mm Kamasa;3500;0;- Sin Departamento -;15;UNIDAD;mag chile
16308;Llave Corona 25mm Kamasa;6500;0;- Sin Departamento -;10;UNIDAD;Trentini
16353;Llave Corona 15mm Kamasa;1600;0;- Sin Departamento -;13;UNIDAD;mag chile
16377;Llave Corona 16mm Kamasa;1450;0;- Sin Departamento -;10;UNIDAD;mag chile
16384;Llave Corona 17mm Kamasa;1850;0;- Sin Departamento -;13;UNIDAD;mag chile
16407;Llave Corona 18mm Kamasa;1850;0;- Sin Departamento -;5;UNIDAD;mag chile
16438;Llave Corona 24mm Kamasa;4500;0;- Sin Departamento -;21;UNIDAD;mag chile
16445;Llave Corona 27mm Kamasa;7000;0;- Sin Departamento -;25;UNIDAD;mag chile
16476;Llave Corona 7mm Kamasa;1000;0;- Sin Departamento -;7;UNIDAD;mag chile
16520;Llave De Jardin Economica;1200;0;- Sin Departamento -;15;UNIDAD;ferre center
16575;Llave De Paso PPR 20mm Cromada;9700;0;- Sin Departamento -;28;UNIDAD;
16582;Llave De Paso PPR 25mm Azul;7500;0;- Sin Departamento -;20;UNIDAD;hidraulicos
16599;Llave De Paso PPR 25mm Cromada;9850;0;- Sin Departamento -;35;UNIDAD;hidraulicos
16605;Llave De Paso PPR 25mm Roja;7500;0;- Sin Departamento -;35;UNIDAD;
16674;Llave Lavatorio Eco Chica mejorada X Unidad #15;5050;0;- Sin Departamento -;21;UNIDAD;taumm
16681;Llave Para Galletero 28 Cm;1500;0;- Sin Departamento -;4;UNIDAD;mag chile
16735;Llave Corona 10mm Kamasa;1200;0;- Sin Departamento -;18;UNIDAD;ferre center
16742;Llave Corona 11mm Kamasa;1200;0;- Sin Departamento -;9;UNIDAD;ferre center
16773;Llave Vereda HI 1/2;5200;0;- Sin Departamento -;6;UNIDAD;t h c
16841;Llave De Paso PPR 20mm Rojo;7100;0;- Sin Departamento -;14;UNIDAD;hidraulicos
16858;Llave De Paso PPR 20mm Azul;7100;0;- Sin Departamento -;15;UNIDAD;
16896;Llave lavatorio Eco Mediana Mejorada X Unidad #16;7900;0;- Sin Departamento -;10;UNIDAD;taumm
16902;Llave para galletera;1200;0;- Sin Departamento -;4;UNIDAD;
16933;MALLA RACHEL NEGRA;1950;0;- Sin Departamento -;126;UNIDAD;valprik
16940;MALLA RACHEL VERDE;1950;0;- Sin Departamento -;68;UNIDAD;valprik
16971;Malla Arnero #6;3000;0;- Sin Departamento -;43;UNIDAD;valprik
16988;Malla Gallinera #3;2000;0;- Sin Departamento -;147;UNIDAD;valprik
16995;Malla Metalica Galvanizada #4;2800;0;- Sin Departamento -;120;UNIDAD;valprik
17008;Malla Mosquetera Galvanizada #2;3200;0;- Sin Departamento -;129;UNIDAD;valprik
17015;Malla Mosquitera Verde #1;2400;0;- Sin Departamento -;44;UNIDAD;valprik
17022;Malla Metalica Galvanizada 1.20m #7;3400;0;- Sin Departamento -;54;UNIDAD;herrera
17039;Malla Metalica Verde #5;2800;0;- Sin Departamento -;105;UNIDAD;valprik
17100027255100;Cancamo Abierto #1;100;0;- Sin Departamento -;121;UNIDAD;ferromat
17100027257100;Cancamo Abierto #2;150;0;- Sin Departamento -;331;UNIDAD;ferromat
17100027262100;Cancamo Abierto #4;200;0;- Sin Departamento -;154;UNIDAD;ferromat
17100027263100;Cancamo Abierto #5;200;0;- Sin Departamento -;141;UNIDAD;ferromat
17100027268100;Cancamo Abierto #9;500;0;- Sin Departamento -;174;UNIDAD;ferromat
17145;Manguera Amarilla 3/8x3/8 1 Mts;5500;0;- Sin Departamento -;1;UNIDAD;
17168020250100;Cancamo Cerrado #0;100;0;- Sin Departamento -;150;UNIDAD;ferromat
17168020251100;Cancamo Cerrado #00;100;0;- Sin Departamento -;60;UNIDAD;ferromat
17168020255100;Cancamo Cerrado #1;200;0;- Sin Departamento -;329;UNIDAD;ferromat
17168020259100;Cancamo Cerrado #3;200;0;- Sin Departamento -;47;UNIDAD;ferromat
17168020262100;Cancamo Cerrado #4;200;0;- Sin Departamento -;287;UNIDAD;ferromat
17168020263100;Cancamo Cerrado #5;250;0;- Sin Departamento -;581;UNIDAD;ferromat
17168020268100;Cancamo Cerrado #9;400;0;- Sin Departamento -;537;UNIDAD;ferromat
17176;Manguera Jardin 3/4 Enmallada;2400;0;- Sin Departamento -;24;UNIDAD;el rincon del mueblista
17183;Manguera Jardin 1/2 Enmallada Eco;900;0;- Sin Departamento -;80;UNIDAD;Comercial J&L SPA
17190;Manguera Jardin 1/2 Galactica;900;0;- Sin Departamento -;250;UNIDAD;ALPROIN
17237;Manguera Nivel Amarilla;900;0;- Sin Departamento -;974;UNIDAD;
17244;Manguera Nivel Transparente;950;0;- Sin Departamento -;19;UNIDAD;hoffens
17367;Manilla Bola 1/2;700;0;- Sin Departamento -;9;UNIDAD;taumm
17374;Manilla Bola 3/4;800;0;- Sin Departamento -;8;UNIDAD;taumm
17381;Manilla P/Porton S/Base #8;3600;0;- Sin Departamento -;21;UNIDAD;jaime brieva
17404;Manilla P/Porton Loranca #3;10650;0;- Sin Departamento -;1;UNIDAD;galan spa valencia
17428;Manilla P/Porton Trenzado #4;11000;0;- Sin Departamento -;1;UNIDAD;galan spa valencia
17459;Manilla Llave 1/2;700;0;- Sin Departamento -;7;UNIDAD;taumm
17466;Manilla Llave 3/4;1000;0;- Sin Departamento -;18;UNIDAD;taumm
17473;Manilla Llave Emos;1000;0;- Sin Departamento -;3;UNIDAD;taumm
17497;Manilla P/Porton 1331 #1;7000;0;- Sin Departamento -;8;UNIDAD;galan spa valencia
17503;Manilla P/Porton Turin #2;18400;0;- Sin Departamento -;9;UNIDAD;galan spa valencia
17510;Manilla Estanque Metalica;2100;0;- Sin Departamento -;6;UNIDAD;elproin
17527;Manilla P/Porton Con Base #7;7000;0;- Sin Departamento -;14;UNIDAD;jaime brieva
17534;Manilla P/Porton S/Base Flor #6;5200;0;- Sin Departamento -;9;UNIDAD;jaime brieva
