Codigo;Producto;P. Venta;P. Mayoreo;Departamento;Existencia;Tipo de Venta;Proveedor
6973773216692;Formon 1/2 Makawa;4100;0;- Sin Departamento -;4;UNIDAD;ferre center
6973773216753;Formon 3/4 Makawa;4700;0;- Sin Departamento -;12;UNIDAD;ferre center
6973773216906;Juergo De Coulper Para Compresor;9400;0;- Sin Departamento -;3;UNIDAD;ferre center
6973773217231;Tijera Hojalatera De Aviacion 10;10300;0;- Sin Departamento -;2;UNIDAD;ferre center
6973773218108;Prensa Conectar Punto Tierra 300a;3900;0;- Sin Departamento -;3;UNIDAD;ferre center
6973773218122;Prensa Conectar Punto Tierra 500a;6050;0;- Sin Departamento -;4;UNIDAD;ferre center
6973773218887;Juego Hoja Caladora 10pcs Makawa;7950;0;- Sin Departamento -;8;UNIDAD;ferre center
6973773219419;Juego Accesoria P/Pulir 7pcs Makawa;3600;0;- Sin Departamento -;15;UNIDAD;ferre center
6973960880750;Martillo Goma 16oz Neva;3300;0;- Sin Departamento -;12;UNIDAD;ferre center
6973960880804;Prensa C 5 Makawa;7300;0;- Sin Departamento -;5;UNIDAD;mag chile
6973960880835;Prensa C 6 Makawa;9500;0;- Sin Departamento -;5;UNIDAD;mag chile
6973960883416;Prensa C 3 Makawa;4750;0;- Sin Departamento -;14;UNIDAD;mag chile
6973960885434;Alicate Pelacable 9 Makawa;6950;0;- Sin Departamento -;11;UNIDAD;ferre center
6973960885717;Formon 1/4 Makawa;3950;0;- Sin Departamento -;10;UNIDAD;ferre center
6974057622673;Juego De Pinceles 5pcs Makawa;2350;0;- Sin Departamento -;22;UNIDAD;ferre center
700083726933;Regulador Para Gas Licuado;14750;0;- Sin Departamento -;36;UNIDAD;gasfit
7016;Clavo techo 2 1/2 x8;4600;0;- Sin Departamento -;92;UNIDAD;
70200425;Llave bola jardin Lavadero Tipo Otra 3/4x1;5000;0;- Sin Departamento -;34;UNIDAD;taumm
70232;Clavo terrano 1;4100;0;- Sin Departamento -;49;GRANEL;rgm
70300;Clavo terrano 1 1/2;4100;0;- Sin Departamento -;72;GRANEL;rgm
703158223450;Flexible Ducha 1.5M YTS;2350;0;- Sin Departamento -;20;UNIDAD;gasfit
703158226543;Flexible Ducha 2m Aquakit;3400;0;- Sin Departamento -;3;UNIDAD;gasfit
703158229988;Spray Removedor De Graffiti Inoxcrom;4100;0;- Sin Departamento -;10;UNIDAD;gasfit
703158231028;Manilla Cromada 4 Set 2 Unid;1600;0;- Sin Departamento -;6;UNIDAD;gasfit
703158231059;Mango ducha SPA #18;13500;0;- Sin Departamento -;3;UNIDAD;
703158231158;monomando lavaplatos Cuello Flexible #1;23800;0;- Sin Departamento -;16;UNIDAD;gasfit
703158231196;U�eta Doble Fijacion Lavamanos;3000;0;- Sin Departamento -;6;UNIDAD;gasfit
703158231202;U�eta Lava;2600;0;- Sin Departamento -;6;UNIDAD;
703158231295;Kit estanque universal  Completa;8300;0;- Sin Departamento -;2;UNIDAD;gasfit
703158231998;Kit De Regulador + Flexible 1 Mtrs Akfit;26900;0;- Sin Departamento -;7;UNIDAD;full sello
703158232162;Alicate Pelacable 7.3pul;13100;0;- Sin Departamento -;9;UNIDAD;
703158232278;Set De Bisagra Universal Para Tapa Wc;2500;0;- Sin Departamento -;14;UNIDAD;
703158232322;Llave Lavadora Cromada Aquikit #26;7200;0;- Sin Departamento -;6;UNIDAD;gasfit
703158232407;Desague lavaplato Con Rebalse 4;5700;0;- Sin Departamento -;12;UNIDAD;gasfit
703158232629;Boton Estanque Latera Cuadrado Varilla Bronce;5500;0;- Sin Departamento -;11;UNIDAD;gasfit
703158232858;Destapador Ca�eria Telescopico Aquakit;13050;0;- Sin Departamento -;4;UNIDAD;gasfit
703158233237;Tubo Conexion Taza-Muro 30cm;18800;0;- Sin Departamento -;7;UNIDAD;gasfit
703158233275;Manguito Excentrico WC XL;7850;0;- Sin Departamento -;21;UNIDAD;fulsello
703158234661;Boton Estanque Lateral Negro;5200;0;- Sin Departamento -;9;UNIDAD;gasfit
70400322;Llave De Paso 1/2 Campana Cruz Cromado;9900;0;- Sin Departamento -;7;UNIDAD;taumm
70600323;Llave De Paso Cuello Alto De 1/2;4300;0;- Sin Departamento -;28;UNIDAD;taumm
70600325;Llave de paso So 1/2 Otra;2750;0;- Sin Departamento -;46;UNIDAD;
70600425;Llave De Paso 3/4 Bronce Taumm;6600;0;- Sin Departamento -;28;UNIDAD;
7061;Codo Bronce 3/4 So;2400;0;- Sin Departamento -;17;UNIDAD;taumm
7067667349005;Clavo techo 1 3/4;4100;0;- Sin Departamento -;86;UNIDAD;
70700325;Llave de jardin 1/2 He-He Tipo otra;4550;0;- Sin Departamento -;30;UNIDAD;
70700425;Llave jardin He-He tipo Otra 3/4;5450;0;- Sin Departamento -;20;UNIDAD;
7078;Codo Galvanizado 5x45�;9400;0;- Sin Departamento -;16;UNIDAD;JC galvanizados
70798123458;Wall Repair Patch Kit;4500;0;- Sin Departamento -;2;UNIDAD;
7085;Codo Galvanizado 5x90�;9400;0;- Sin Departamento -;15;UNIDAD;JC galvanizados
710631925428;Coladera Redonda regilla Gris;6200;0;- Sin Departamento -;11;UNIDAD;contreras
710631925435;Coladera Redonda regilla cromada;9500;0;- Sin Departamento -;10;UNIDAD;contreras
710631925459;Coladera cuadrada regilla Gris;5100;0;- Sin Departamento -;23;UNIDAD;
710631925466;Coladera cuadrada regilla cromada;8200;0;- Sin Departamento -;24;UNIDAD;contreras
7108;Codo Blanco 40mm;700;0;- Sin Departamento -;34;UNIDAD;hidraulicos
7122;Codo Blanco 75mm;1900;0;- Sin Departamento -;21;UNIDAD;
7139;Codo Bronce HI 3/4;2000;0;- Sin Departamento -;19;UNIDAD;taumm
718594022451;Masilla Para Concreto;6100;0;- Sin Departamento -;6;UNIDAD;LANCO
718594091747;Sellador impermeailizable wet look;44600;0;- Sin Departamento -;2;UNIDAD;
718594282459;Sellador Impermeabilizante 1 litro Lanco;14500;0;- Sin Departamento -;5;UNIDAD;LANCO
720206210712;goma y pernos para anclaje;3200;0;- Sin Departamento -;1;UNIDAD;
720206210804;Pernos Tapa De Ba�o Fanaloza;2200;0;- Sin Departamento -;27;UNIDAD;
720206458909;Desague Tina Metal 1 1/2 Fanaloza;10300;0;- Sin Departamento -;4;UNIDAD;
720206473766;Bisagra Tapa De Asiento Wc;1800;0;- Sin Departamento -;9;UNIDAD;
720206473889;U�eta Fijacion Lavamanos;2600;0;- Sin Departamento -;9;UNIDAD;
720206474992;Manilla Estanque Fanaloza;2300;0;- Sin Departamento -;4;UNIDAD;elproin
720206477757;Boton Lateral Fanaloza;6450;0;- Sin Departamento -;12;UNIDAD;ALPROIN
720206494808;Boton Dual Redondo Fanaloza;9200;0;- Sin Departamento -;11;UNIDAD;ALPROIN
7209831038401;Clavo polvora 2;9700;0;- Sin Departamento -;9;UNIDAD;mamut
7214;Codo PPR Soporte 25x3/4 HE;2050;0;- Sin Departamento -;30;UNIDAD;hidraulicos
7221;Codo Planza 1/2;400;0;- Sin Departamento -;35;UNIDAD;hoffens
7238;Codo Planza 3/4;900;0;- Sin Departamento -;22;UNIDAD;hoffens
7245;Codo Valco 25mm;1200;0;- Sin Departamento -;98;UNIDAD;t h c
7269;Codo Galvanizado 4.5x45�;8600;0;- Sin Departamento -;16;UNIDAD;
7276;Codo Galvanizado 4.5x90�;8600;0;- Sin Departamento -;23;UNIDAD;
7283;Codo Galvanizado 4x45�;8200;0;- Sin Departamento -;26;UNIDAD;
7290;Codo Galvanizado 4x90�;8200;0;- Sin Departamento -;9;UNIDAD;
7306;Codo Valco Girable 3/4x7/8;3900;0;- Sin Departamento -;28;UNIDAD;t h c
73088100849;Tapa WC Redondo Ajustable Bemis;9200;0;- Sin Departamento -;1;UNIDAD;contreras
7311518233587;Hoja de sierra Sandflex 24D;2000;0;- Sin Departamento -;112;UNIDAD;
7313;Codo Valco Girable 3/4x1/8;4500;0;- Sin Departamento -;8;UNIDAD;t h c
7314150125272;Lapiz Carpintero Bahco;1400;0;- Sin Departamento -;74;UNIDAD;
7320;Codo Valco Girable 3/4x3/4;3500;0;- Sin Departamento -;53;UNIDAD;t h c
7337;Codo Bronce HE 1/2;1450;0;- Sin Departamento -;69;UNIDAD;taumm
7351;Codo PPR 25x3/4 HE;2800;0;- Sin Departamento -;23;UNIDAD;hidraulicos
736640850698;Cerrojo Tub. Llave/Mariposa Dorado;20900;0;- Sin Departamento -;3;UNIDAD;bash
736640850711;Cerrojo Tub. Llave/Mariposa Inox;20900;0;- Sin Departamento -;3;UNIDAD;bash
736640850728;Cerrojo Tub. Llave/Llave Inox;22400;0;- Sin Departamento -;11;UNIDAD;bash
7368;Codo Bronce HE 3/4;1900;0;- Sin Departamento -;21;UNIDAD;taumm
7375;Codo Bronce SO 1/2 - HE 3/4;2700;0;- Sin Departamento -;28;UNIDAD;taumm
7405;Codo PPR 25x3/4 HI;2800;0;- Sin Departamento -;119;UNIDAD;hidraulicos
7412;Codo Hidraulico HI 32mm;750;0;- Sin Departamento -;46;UNIDAD;hidraulicos
74124;Autoperforante Hex C/G De 3 X Unidad;200;0;- Sin Departamento -;152;UNIDAD;mamut
7419310093962;Gas Cocinilla Providus 400ml;3200;0;- Sin Departamento -;19;UNIDAD;GILI
7436;Codo Bronce HI-HI 1/2;2600;0;- Sin Departamento -;31;UNIDAD;taumm
7443;Codo Hidraulico HI-HI 32mm;2000;0;- Sin Departamento -;7;UNIDAD;hidraulicos
7453001151623;Martillo De Lata;11000;0;- Sin Departamento -;7;UNIDAD;
7453001159582;Laucha Pasa Cable De 50ft;15000;0;- Sin Departamento -;3;UNIDAD;
747752840576;Alicate Enfierrador Crowman;12400;0;- Sin Departamento -;2;UNIDAD;mag chile
7501206600191;Grata Copa 3/4 Trupper;2400;0;- Sin Departamento -;10;UNIDAD;Trentini
7501206600214;Grata Copa 1 Trupper;3200;0;- Sin Departamento -;3;UNIDAD;Trentini
7501206602201;Marco Sierra Pretul;8750;0;- Sin Departamento -;6;UNIDAD;Trentini
7501206603789;Juego De 5 Piedras Montadas;3500;0;- Sin Departamento -;0;UNIDAD;
7501206610053;Machete Mango Plastico 16 Trupper;7800;0;- Sin Departamento -;8;UNIDAD;Trentini
7501206615461;Dado 1/2 X 9mm;2000;0;- Sin Departamento -;6;UNIDAD;Trentini
7501206615478;Dado 1/2 X 10mm;1500;0;- Sin Departamento -;12;UNIDAD;Trentini
7501206615508;Dado 1/2 X 13mm;1900;0;- Sin Departamento -;9;UNIDAD;Trentini
7501206615591;Dado 1/2 X 22mm;2600;0;- Sin Departamento -;2;UNIDAD;Trentini
7501206617793;Desatornillador Pala 4x1/8;1800;0;- Sin Departamento -;13;UNIDAD;
7501206617809;Desatornillador Pala 6x1/8;1900;0;- Sin Departamento -;7;UNIDAD;
7501206617823;Desatornillador Pala 4x3/16;2800;0;- Sin Departamento -;13;UNIDAD;Trentini
7501206617830;Desatornillador Pala 6x3/16;2800;0;- Sin Departamento -;6;UNIDAD;Trentini
7501206617847;Desarmador;3100;0;- Sin Departamento -;1;UNIDAD;
7501206617854;desatornillador Phillips 1/8x4;1800;0;- Sin Departamento -;14;UNIDAD;
7501206617861;Desatornillador Cruz 6x0;1900;0;- Sin Departamento -;6;UNIDAD;Trentini
7501206617908;Desatornillador Cruz 4x2;3500;0;- Sin Departamento -;12;UNIDAD;Trentini
7501206617915;Desatornillador phillips 6x1/4;2900;0;- Sin Departamento -;12;UNIDAD;
7501206617922;Desatornillador Cruz 8x2;3800;0;- Sin Departamento -;14;UNIDAD;Trentini
7501206621714;Set de copa madera;5900;0;- Sin Departamento -;9;UNIDAD;
7501206621912;Cortador Pvc 1 5/8 diametro;9300;0;- Sin Departamento -;0;UNIDAD;
7501206623510;Broca Plana Madera 7/8 Trupper;2300;0;- Sin Departamento -;13;UNIDAD;Trentini
7501206623558;Broca Plana Madera 1 1/2 Trupper;3300;0;- Sin Departamento -;11;UNIDAD;Trentini
7501206625453;Multimetro Digital Profesional Trupper;23600;0;- Sin Departamento -;1;UNIDAD;Trentini
7501206626542;Caiman 10 P/Recta Petrul;9250;0;- Sin Departamento -;5;UNIDAD;Trentini
7501206626610;Cinta Aislante Negra 9mtrs Petrul;600;0;- Sin Departamento -;274;UNIDAD;
7501206626627;Cinta Aislante Negra 18mtrs Petrul;1500;0;- Sin Departamento -;155;UNIDAD;Trentini
7501206627495;Miniarco Con Segueta;4300;0;- Sin Departamento -;2;UNIDAD;Trentini
7501206631621;Diablo 60cm Trupper;8000;0;- Sin Departamento -;3;UNIDAD;
7501206631669;Barreta de U�a.45cm;6000;0;- Sin Departamento -;1;UNIDAD;
7501206633403;Juego De Cu�as;2600;0;- Sin Departamento -;8;UNIDAD;Trentini
7501206638521;Alicate De Corte 6 Petrul;3250;0;- Sin Departamento -;0;UNIDAD;Trentini
7501206639535;Broca Vidrio/Ceramica 1/4 Trupper;3600;0;- Sin Departamento -;33;UNIDAD;Trentini
7501206639542;Broca Vidrio/Ceramica 5/16 Trupper;3900;0;- Sin Departamento -;36;UNIDAD;
7501206639559;Broca Vidrio/Ceramica 3/8 Trupper;4400;0;- Sin Departamento -;16;UNIDAD;Trentini
7501206640517;Marco sierra 12 Prof Att-12;15100;0;- Sin Departamento -;7;UNIDAD;
7501206642658;Llave Corona 9mm Trupper;2650;0;- Sin Departamento -;8;UNIDAD;Trentini
7501206643211;Remachadora;7200;0;- Sin Departamento -;0;UNIDAD;
7501206643587;Caiman 10 P/Curva Petrul;9250;0;- Sin Departamento -;5;UNIDAD;Trentini
7501206644546;Rache;9300;0;- Sin Departamento -;0;UNIDAD;
7501206644614;Extencion Larga;9500;0;- Sin Departamento -;3;UNIDAD;
7501206645376;Cartonero Petrul Retractil;3800;0;- Sin Departamento -;21;UNIDAD;Trentini
7501206645727;Pala Camping De Juguete Peque�a;12300;0;- Sin Departamento -;6;UNIDAD;Trentini
7501206646847;Cinta Aislante Verde Trupper;2500;0;- Sin Departamento -;11;UNIDAD;Trentini
7501206646854;Cinta Aistlante Amarilla Trupper;2500;0;- Sin Departamento -;9;UNIDAD;Trentini
7501206646861;Cinta Aislante Rojo 19mmx18m;1550;0;- Sin Departamento -;31;UNIDAD;Trentini
7501206646878;Cinta Aislante Azul 19mm-18m Trupper;1550;0;- Sin Departamento -;32;UNIDAD;Trentini
7501206646885;Cinta Aislante Blanca Trupper;2500;0;- Sin Departamento -;12;UNIDAD;Trentini
7501206647080;Broca Autoalimentadora 1 3/8 Trupper;4700;0;- Sin Departamento -;2;UNIDAD;Trentini
7501206647110;Broca Autoalimentadora 2 Trupper;6500;0;- Sin Departamento -;1;UNIDAD;Trentini
7501206647295;Dado 1/2 X 12mm;1900;0;- Sin Departamento -;15;UNIDAD;Trentini
7501206647318;Dado 1/2 X 14mm;2000;0;- Sin Departamento -;7;UNIDAD;Trentini
7501206647356;Dado 1/2 X 18mm;1900;0;- Sin Departamento -;4;UNIDAD;Trentini
7501206647516;Extencion Corta;7100;0;- Sin Departamento -;6;UNIDAD;
7501206648308;Lima Plana Bastarda 152.4mm;1800;0;- Sin Departamento -;18;UNIDAD;Trentini
7501206648667;Dado 1/2 X 20mm;2200;0;- Sin Departamento -;10;UNIDAD;Trentini
7501206652695;Soporte De Manguera Trupper;6900;0;- Sin Departamento -;4;UNIDAD;
7501206653180;pala jardinera marca trupper;2700;0;- Sin Departamento -;0;UNIDAD;
7501206654514;Cortacirculos Con Diamante 1 1/2;16300;0;- Sin Departamento -;3;UNIDAD;Trentini
7501206654521;Cortacirculos Adiamantado 3/4 Truper;21400;0;- Sin Departamento -;2;UNIDAD;Trentini
7501206654637;Mandril Guia 1/4 Trupper;3750;0;- Sin Departamento -;6;UNIDAD;Trentini
7501206657195;Disco Diamantado Ceremica 4 Petrul;5450;0;- Sin Departamento -;4;UNIDAD;Trentini
7501206658833;Mechero Para Lata De Gas;12500;0;- Sin Departamento -;0;UNIDAD;Trentini
7501206659397;Cinta Aislante Gris Trupper;1550;0;- Sin Departamento -;33;UNIDAD;Trentini
7501206664155;Desatornillador Pala 1 1/2x1/4;1500;0;- Sin Departamento -;4;UNIDAD;Trentini
7501206671931;Busca polo;1500;0;- Sin Departamento -;57;UNIDAD;Trentini
7501206672525;Grapas 1/2 Trupper;2600;0;- Sin Departamento -;14;UNIDAD;Trentini
7501206672549;Grapas 1/4 Truper;2000;0;- Sin Departamento -;107;UNIDAD;Trentini
7501206672556;Grapas 5/16 Trupper;2200;0;- Sin Departamento -;27;UNIDAD;Trentini
7501206672617;Grapas 3/8 Trupper;2400;0;- Sin Departamento -;42;UNIDAD;Trentini
7501206673317;Huincha Medir 3M C/Impacto;5450;0;- Sin Departamento -;11;UNIDAD;Trentini
7501206673324;Huincha Medir 5M C/Impact Truper;7500;0;- Sin Departamento -;4;UNIDAD;Trentini
7501206673331;Huincha Medir 8M C/Impact Truper;14000;0;- Sin Departamento -;11;UNIDAD;Trentini
7501206673683;Cinta Para Ducto;2300;0;- Sin Departamento -;20;UNIDAD;Trentini
7501206673911;Rollo De Cinta De Peligro;12200;0;- Sin Departamento -;304;UNIDAD;
7501206674772;Pistola Plastica Para Riego Con Recubrimiento Truper;4700;0;- Sin Departamento -;4;UNIDAD;Trentini
7501206675182;Broca Sierra Bimetalica 7/8 Trupper;7100;0;- Sin Departamento -;10;UNIDAD;Trentini
7501206675212;Broca Sierra Bimetalica 1 1/4 Trupper;8300;0;- Sin Departamento -;11;UNIDAD;Trentini
7501206675304;Broca Sierra Bimetalica 2 1/4 Trupper;8800;0;- Sin Departamento -;4;UNIDAD;Trentini
7501206675335;Broca Sierra Bimetalica 1 1/8 Trupper;7800;0;- Sin Departamento -;6;UNIDAD;Trentini
7501206675885;Espatula Plastica 2;600;0;- Sin Departamento -;1;UNIDAD;Trentini
7501206676936;Mandril Broca Sierra Bimetalica 3/8(9.5mm);6000;0;- Sin Departamento -;12;UNIDAD;Trentini
7501206676943;Mandril Broca Sierra Bimetalica 7/16(11mm);8450;0;- Sin Departamento -;14;UNIDAD;Trentini
7501206677674;hoja sierra caladora de12 dientesxpul;3200;0;- Sin Departamento -;23;UNIDAD;
7501206677698;Juego de repuesto caladora;5200;0;- Sin Departamento -;0;UNIDAD;
7501206677704;hoja sierra caladora de 6 dientes x pul;5500;0;- Sin Departamento -;17;UNIDAD;
7501206677711;Juego de sierra caladora 14 D;3000;0;- Sin Departamento -;10;UNIDAD;
7501206678121;Alicate De Punta;3200;0;- Sin Departamento -;0;UNIDAD;
7501206678848;Pistola P/Pintar Trupper;30450;0;- Sin Departamento -;1;UNIDAD;Trentini
7501206684672;Cincel Sds Punta 10 Truper;3500;0;- Sin Departamento -;7;UNIDAD;Trentini
7501206684696;Cincel Sds Plano 1 1/2 Truper;4300;0;- Sin Departamento -;3;UNIDAD;Trentini
7501206691601;Rastrillo Piedra;12700;0;- Sin Departamento -;3;UNIDAD;Trentini
7501206691915;Repuesto Cartonero Corto Trupper;1700;0;- Sin Departamento -;12;UNIDAD;Trentini
7501206692431;Seguetas de repuestos  para arco calador #6;4000;0;- Sin Departamento -;0;UNIDAD;
7501206693483;Cinta Aluminio Alta Resistencia;5750;0;- Sin Departamento -;23;UNIDAD;Trentini
7501206693872;Nudos para cable 3/16;900;0;- Sin Departamento -;0;UNIDAD;
7501206693889;Nudos para cable 1/4;2000;0;- Sin Departamento -;4;UNIDAD;
7501206693896;Nudos para cable 5/16;2500;0;- Sin Departamento -;0;UNIDAD;
7501206693902;Nudo 3/8;2000;0;- Sin Departamento -;6;UNIDAD;
7501206693919;Nudos para cable 1/2;3400;0;- Sin Departamento -;4;UNIDAD;
7501206694381;Bandola 1/8 Fiero;700;0;- Sin Departamento -;12;UNIDAD;Trentini
7501206694398;Bandola 3/16 Fiero;900;0;- Sin Departamento -;0;UNIDAD;Trentini
7501206694428;Bandola con seguro 3 1/2;2500;0;- Sin Departamento -;0;UNIDAD;
7501206694626;Martelina Pico Pico;15800;0;- Sin Departamento -;3;UNIDAD;Trentini
7501206696163;Destapaca�o Petrul 25p(7.6m);22850;0;- Sin Departamento -;6;UNIDAD;Trentini
7501206696668;Piola;1100;0;- Sin Departamento -;89;UNIDAD;
7501206698792;Splitter Coaxial 1 In - 3 Out;1000;0;- Sin Departamento -;37;UNIDAD;
7501206698808;Splitter Coaxial 1 In - 4 Out;1500;0;- Sin Departamento -;17;UNIDAD;
7501892874319;Conta Aislant Blanca;1600;0;- Sin Departamento -;6;UNIDAD;
7501892899732;Rodillera Toolcraft;10800;0;- Sin Departamento -;5;UNIDAD;herrera
7504620146375;Combi lavaplato 601;24900;0;- Sin Departamento -;0;UNIDAD;
7506240600657;Broquero Mandril 3/8 Petrul;6350;0;- Sin Departamento -;6;UNIDAD;Trentini
7506240614449;Plana Lengueta #7 Pretul;4100;0;- Sin Departamento -;6;UNIDAD;Trentini
7506240614456;Plana Lengueta #8 Pretul;4500;0;- Sin Departamento -;6;UNIDAD;Trentini
7506240614463;Plana Lengueta #9 Pretul;4800;0;- Sin Departamento -;12;UNIDAD;Trentini
7506240614470;Plana Lengueta #10 Pretul;5000;0;- Sin Departamento -;5;UNIDAD;Trentini
7506240616979;Hilo nylon corta pasto 1,6x15M;2000;0;- Sin Departamento -;13;UNIDAD;
7506240619284;Adaptador Rotomartillo;2200;0;- Sin Departamento -;23;UNIDAD;Trentini
7506240622956;Picota Con Mango De Madera;19600;0;- Sin Departamento -;3;UNIDAD;Trentini
7506240624035;Cuchillo Chef 6 Petrul;2400;0;- Sin Departamento -;2;UNIDAD;Trentini
7506240624042;Cuchillo Chef 7 Petrul;2650;0;- Sin Departamento -;2;UNIDAD;Trentini
7506240624547;sopapo;2600;0;- Sin Departamento -;27;UNIDAD;elproin
7506240639602;canastilla para Lavaplatos de Acero Inoxidable;3000;0;- Sin Departamento -;2;UNIDAD;
7506240644255;Cinta Antiresbalante Negro Truper;6050;0;- Sin Departamento -;24;UNIDAD;Trentini
7506240644262;Cinta Antiderrapante Blanca;6050;0;- Sin Departamento -;4;UNIDAD;Trentini
7506240653271;Aceite Aflojatodo 110 ml Aerosol;3000;0;- Sin Departamento -;32;UNIDAD;
7506240653288;Aceite Afloja Todo 235ml Trupper;4500;0;- Sin Departamento -;0;UNIDAD;Trentini
7506240657385;Cinta doble contacto petrul 1Kg x 1,5mts;1100;0;- Sin Departamento -;28;UNIDAD;
7506240657392;Cinta Doble Contacto 5m Petrul;2150;0;- Sin Departamento -;29;UNIDAD;Trentini
7506240658122;Taladro Percutor Truper;39200;0;- Sin Departamento -;0;UNIDAD;Trentini
7528530001944;Desague Lavatorio Metal 1 1/4 Taumm;8150;0;- Sin Departamento -;10;UNIDAD;taumm
752853000200;Teflon 1/2 Taumm 5 Mtrs;400;0;- Sin Departamento -;491;UNIDAD;taumm
7528530002316;Monomando lavatorio Colomba #14;14350;0;- Sin Departamento -;14;UNIDAD;
7528530002866;Monomando Lavatorio Modern #29;27500;0;- Sin Departamento -;4;UNIDAD;taumm
7528530002934;Mono lavat alt. Modern #17;36000;0;- Sin Departamento -;4;UNIDAD;taumm
7528530003856;Monomando Tina/Ducha Colomba #11;24800;0;- Sin Departamento -;4;UNIDAD;taumm
7528530004778;Monomando Ducha Colomba #7;20000;0;- Sin Departamento -;8;UNIDAD;
7528530006130;Monomando Lavaplato Colomba #3;15200;0;- Sin Departamento -;11;UNIDAD;taumm
7528530006758;Set De Ducha Freiburg;5990;0;- Sin Departamento -;11;UNIDAD;taumm
7528530006826;Set De Ducha Conster;7500;0;- Sin Departamento -;9;UNIDAD;taumm
7528530007120;Set De Ducha Neue Spiegel;16000;0;- Sin Departamento -;1;UNIDAD;
7528530007298;Mango ducha Swertt;3800;0;- Sin Departamento -;6;UNIDAD;
7528530007366;Mango Ducha Freiburg;4850;0;- Sin Departamento -;2;UNIDAD;taumm
7528530007434;Mango Ducha Conster;5700;0;- Sin Departamento -;10;UNIDAD;taumm
7528530007816;Mango Ducha Neue Spiegel;9250;0;- Sin Departamento -;1;UNIDAD;
7528530007984;Colgador Para Ducha Swertt Taumm;2100;0;- Sin Departamento -;4;UNIDAD;taumm
7528530008356;Flexible Ducha 1.85m Taumm Spiegel;3300;0;- Sin Departamento -;26;UNIDAD;taumm
7528530012070;Agarradera Recta D32 L24 Taumm;14000;0;- Sin Departamento -;4;UNIDAD;taumm
7528530012148;Agarradera Recta D25 L16 Taumm;12050;0;- Sin Departamento -;3;UNIDAD;taumm
7528530014296;Combinacion Tina/Ducha Vander #9;37600;0;- Sin Departamento -;11;UNIDAD;taumm
7528530014364;Combinacion Tina Y Ducha Eco #10;26990;0;- Sin Departamento -;16;UNIDAD;taumm
7528530017570;Combinacion Lavaplato Bonn #6;45750;0;- Sin Departamento -;6;UNIDAD;
7528530017648;Combinacion Lavaplato Vander Mejorada;13900;0;- Sin Departamento -;0;UNIDAD;
7528530017952;Combinacion Lavaplato Antonella #5;11150;0;- Sin Departamento -;13;UNIDAD;
7528530018324;Teflon Gas Amarillo 1/2;600;0;- Sin Departamento -;377;UNIDAD;taumm
7528530018492;Teflon 1/2 Taumm 15 Mtrs;1000;0;- Sin Departamento -;184;UNIDAD;taumm
7528530018560;Teflon 3/4 Taumm;700;0;- Sin Departamento -;0;UNIDAD;taumm
7528530019482;Flexible Hi-Hi 25cm Taumm;1700;0;- Sin Departamento -;33;UNIDAD;taumm
7528530019796;Flexible Hi-He 25cm Taumm;2100;0;- Sin Departamento -;17;UNIDAD;taumm
7528530020068;Flexible Hi-Hi 30cm Taum;1800;0;- Sin Departamento -;34;UNIDAD;taumm
7528530020204;Flexible Hi-He 30cm Taumm;2100;0;- Sin Departamento -;35;UNIDAD;taumm
7528530020440;Flexible Hi-Hi 35cm Taumm;2200;0;- Sin Departamento -;22;UNIDAD;taumm
7528530020754;Flexible Hi-He 35cm Taumm;2100;0;- Sin Departamento -;13;UNIDAD;taumm
7528530021058;Flexible Hi-Hi 40cm Taumm;2350;0;- Sin Departamento -;56;UNIDAD;taumm
7528530021362;Flexible Hi-He 40cm Taumm;2500;0;- Sin Departamento -;16;UNIDAD;taumm
7528530021676;Flexible Hi-Hi 50cm Taumm;2350;0;- Sin Departamento -;45;UNIDAD;taumm
7528530021980;Flexible Hi-He 50cm Taumm;2500;0;- Sin Departamento -;71;UNIDAD;taumm
7528530022352;Flexible Ba�o 5/16 25cm;1600;0;- Sin Departamento -;21;UNIDAD;taumm
7528530022598;Flexible Ba�o 5/16 30cm;1700;0;- Sin Departamento -;27;UNIDAD;taumm
7528530022666;Flexible Ba�o 5/16 35Cm;1850;0;- Sin Departamento -;35;UNIDAD;
7528530023038;Flexible Monomando 35cm Taumm;2500;0;- Sin Departamento -;36;UNIDAD;taumm
7528530023106;Flexible Calefon Hi-Hi 25cm Taumm;3200;0;- Sin Departamento -;15;UNIDAD;taumm
7528530023274;Flexible Gas Hi-Hi 1/2 60cm Taumm;7950;0;- Sin Departamento -;6;UNIDAD;taumm
7528530023342;Flexible Gas Hi-Hi 1/2 100cm Taumm;9100;0;- Sin Departamento -;57;UNIDAD;taumm
7528530024196;Kit llave angular + flexible;6250;0;- Sin Departamento -;11;UNIDAD;taumm
7528530025018;Flexible Gas Hi-Hi 3/8x1/2 100cm Taumm;9100;0;- Sin Departamento -;86;UNIDAD;taumm
7528530025568;Valvula Bola Otra Hi-Hi 1/2 Taumm;3300;0;- Sin Departamento -;6;UNIDAD;taumm
7528530025872;Valvula Bola Otra Hi-Hi3/4 Taumm;3750;0;- Sin Departamento -;3;UNIDAD;taumm
7528530032702;llave angular;3600;0;- Sin Departamento -;20;UNIDAD;
7528530033488;Llave De Paso Campana Cromada 1/2;13000;0;- Sin Departamento -;19;UNIDAD;taumm
